id, acces_services _ Ville_q1, acces_services _ Ville_q2_1, acces_services _ Ville_q2_2, acces_services _ Ville_q2_3, acces_services _ Ville_q2_4, acces_services _ Ville_q2_5,acces_services _ Ville_q2_6, acces_services _ Ville_q2_7, acces_services _ Ville_q2_8, acces_services _ Ville_q3, acces_services _ Ville_q4, acces_services _ Ville_q5, acces_services _ Ville_q6_1, acces_services _ Ville_q6_2, acces_services _ Ville_q6_3, acces_services _ Ville_q6_4, acces_services _ Ville_q6_5, acces_services _ Ville_q6_6, acces_services _ Ville_q6_7, acces_services _ Ville_q7_1, acces_services _ Ville_q7_2, acces_services _ Ville_q7_3, acces_services _ Ville_q7_4, acces_services _ Ville_q7_5, acces_services _ Ville_q8_1, acces_services _ Ville_q8_2, acces_services _ Ville_q8_3, acces_services _ Ville_q8_4, acces_services _ Ville_q8_5, acces_services _ Ville_q9,milieu_et_qualite_ de_vie_q10_1,milieu_et_qualite_de_vie_q10_2,milieu_et_qualite_ de_vie_q10_3,milieu_et_qualite_de_vie_q10_4,milieu_et_qualite_de_vie_q10_5,milieu_et_qualite_de_vie_q10_6,milieu_et_qualite_de_vie_q10_7,milieu_et_qualite_de_vie_q10_8,milieu_et_qualite_de_vie_q10_9,milieu_et_qualite_de_vie_q11_1,milieu_et_qualite_de_vie_q11_2,milieu_et_qualite_de_vie_q11_3,milieu_et_qualite_de_vie_q11_4,milieu_et_qualite_de_vie_q11_5,milieu_et_qualité_de_vie_q11_6,milieu_et_qualite_de_vie_q11_7,milieu_et_qualite_de_vie_q11_8,milieu_et_qualite_de_vie_q12,securité_dans_espace_public_q13,securité_dans_espace_public_q14_1,securité_dans_espace_public_q14_2,securité_dans_espace_public_q14_3,securité_dans_espace_public_q14_4,securité_dans_espace_public_q14_5,securité_dans_espace_public_q14_6,securité_dans_espace_public_q14_7,securité_dans_espace_public_q14_8,securité_dans_espace_public_q14_9,securité_dans_espace_public_q14_10,securité_dans_espace_public_q14_11,securité_dans_espace_public_q15_1,securité_dans_espace_public_q15_2,securité_dans_espace_public_q15_3,securité_dans_espace_public_q15_4,securité_dans_espace_public_q15_5,securité_dans_espace_public_q15_6,securité_dans_espace_public_q15_7,securité_dans_espace_public_q15_8,securité_dans_espace_public_q15_9,securité_dans_espace_public_q16,securité_dans_espace_public_q17_1,securité_dans_espace_public_q17_2,securité_dans_espace_public_q17_3,securité_dans_espace_public_q17_4,securité_dans_espace_public_q17_5,securité_dans_espace_public_q17_6,securité_dans_espace_public_q17_7,securité_dans_espace_public_q17_8,securité_dans_espace_public_q17_9,securité_dans_espace_public_q18,participation_citoyenne_q19,participation_citoyenne_q20,participation_citoyenne_q21_1,participation_citoyenne_q21_2,participation_citoyenne_q21_3,participation_citoyenne_q21_4,participation_citoyenne_q21_5,participation_citoyenne_q21_6,participation_citoyenne_q21_7,piste_action_q22_1,piste_action_q22_2,piste_action_q22_3,piste_action_q22_4,piste_action_q22_5,piste_action_q22_6,piste_action_q22_7,piste_action_q22_8,piste_action_q22_9,piste_action_q22_10,piste_action_q23_1,piste_action_q23_2,piste_action_q23_3,piste_action_q23_4,piste_action_q23_5,piste_action_q23_6,piste_action_q23_7,piste_action_q23_8,profil_q25,profil_q26,profil_q27,profil_q28,profil_q29,profil_q30,profil_q31,profil_q32,profil_q33,profil_q34,profil_q35,profil_q36,profil_q37,interet_participer_groupe_discussion_q38,interet_participer_groupe_discussion_q40
1300,Non,,,,,,,,,Moins d'une fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Non,Je ne sais pas,Non,Oui,Non,Oui,Je ne sais pas,Non,Non,Plutôt en désaccord,,,,Dans les transports en commun,,,,Autre,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,Transport en commun,Piste cyclable,,,Événement extérieur,Rue ou ruelle,Parc ou terrain de sports,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,Manque de temps,,,,4,3,1,10,2,5,7,8,9,6,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,Plus de 20 ans,25 à 34 ans,Femme,Non,Lesbienne,Collégial,Français ,Non,Non,Non,h3w,20 000 $ à 29 999 $,Oui,Non
1301,Oui,,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",,,,Quelques fois par année,Plutôt en accord,Plutôt en accord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,,,Non,Non,Oui,Non,Je ne sais pas,Oui,Non,Non,Non,Je ne sais pas,Plutôt en accord,Au travail,,,,,,,,,Tout à fait en désaccord,Plutôt en accord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en accord,Tout à fait en désaccord,Tout à fait en désaccord,Non,"Oui, rarement",,,,,,,"Refus d’être servi dans un commerce (magasin, restaurant ou café)","Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,,,,Centre sportif ou communautaire,Événement extérieur,Rue ou ruelle,,,,Non,,,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,3,6,7,9,2,4,5,8,1,10,,,,,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,11 à 20 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Espagnol ,Non,Oui,Non,H2L,80 000 $ à 99 999 $,Oui,Non
1302,Oui,,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Oui,Je ne sais pas,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Oui,"Non, jamais",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,,,,,,,,,,,,Non,,,,Horaires inadéquats,,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,4,10,3,1,5,7,8,2,9,6,,,À travers des campagnes d’information et de sensibilisation,,,À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Autres (veuillez préciser),1 à 3 ans,25 à 34 ans,Homme,Non,Hétérosexuelle,Universitaire - 1er cycle,Français ,Non,Non,Non,H1T,,Non,
1303,Oui,Bibliothèques municipales,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en accord,Tout à fait en désaccord,,,,"Centres sportifs et de loisirs (piscine, terrains de tennis, etc.)",,Jardins communautaires,,Je ne sais pas,Oui,Oui,Oui,Oui,Je ne sais pas,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en accord,Tout à fait en accord,Non,"Oui, rarement",,Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,Parc ou terrain de sports,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,,,J’ai pensé que ce serait sans effet,,,,Oui,Non,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,,,,4,9,3,8,5,6,1,2,10,7,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Oui,Non,H1W,40 000 $ à 49 999 $,Oui,Non
1304,Oui,,,,,,Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Je ne sais pas,Non,Oui,Non,Non,Je ne sais pas,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Tout à fait en accord,Tout à fait en accord,Oui,"Non, jamais","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,,,,Aucun,1,4,8,2,3,6,7,9,10,5,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,1 à 3 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H3c,60 000 $ à 79 999 $,Non,
1305,Oui,,,Bureaux Accès culture ou Maisons de la culture,Bureaux Accès culture ou Maisons de la culture,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Non,Non,Non,Non,Non,Oui,Oui,Non,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, quelquefois",,,,,,,,"Mauvais service dans un commerce (magasin, restaurant ou café)",Regard insistant,,,Transport en commun,,,,Événement extérieur,,,,,Non,Ce n’était pas un acte réprimé par la loi,,,Je ne savais pas à qui porter plainte,Je ne voulais pas revivre le moment,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,Manque de confiance dans le processus,,,1,2,8,7,3,9,4,10,6,5,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,Plus de 20 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Non,Non,Non,H2r,60 000 $ à 79 999 $,Oui,Non
1306,Non,,,,,,,,,Jamais,,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Tout à fait en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,Regard insistant,,,,,,,,Rue ou ruelle,,,,Non,Ce n’était pas un acte réprimé par la loi,,,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,,,Aucun,1,2,6,5,10,4,7,9,8,3,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,11 à 20 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H2S,"100 000 $ à 149,999 $",Non,
1307,Oui,Bibliothèques municipales,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Je ne sais pas,Oui,Non,Non,Je ne sais pas,Oui,Non,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,,,,,,Ne s'applique pas,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,,,,,,,,,,Centre sportif ou communautaire,,Rue ou ruelle,,,,Non,,,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,Horaires inadéquats,,Manque de confiance dans le processus,,,9,1,4,10,7,3,8,6,5,2,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par une personne de mon entourage,Plus de 20 ans,45 à 54 ans,Genderqueer ou non-conforme dans le genre,Non,Queer,Universitaire - cycles supérieurs,Français ,Non,Non,Non,H1W,"100 000 $ à 149,999 $",Oui,Non
1308,Oui,,,,,,,Jardins communautaires,,Quelques fois par année,Tout à fait en accord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Je ne sais pas,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Tout à fait en accord,Tout à fait en accord,Non,"Non, jamais","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,,,,,Non,,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,,,,Manque de temps,,,,1,8,4,6,2,3,5,9,10,7,,"À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Par le biais d’un organisme ou d’une association,Moins d’un an,25 à 34 ans,Non-binaire,Non,Gaie,Universitaire - cycles supérieurs,Français ,Non,Oui,Non,H3T,Moins de 5 000 $,Non,
1309,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Non,Oui,Je ne sais pas,Non,Non,Non,Non,Plutôt en accord,,,,Dans les transports en commun,,,,Autre,,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),Cyberintimidation,,,,,,Regard insistant,Autre,,Transport en commun,,,,Événement extérieur,Rue ou ruelle,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,,,,2,6,1,5,7,4,9,8,10,3,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),Plus de 20 ans,15 à 24 ans,Femme,Non,Bisexuelle,Collégial,Français ,Non,Non,Non,H3P,150 000 $ et plus,Non,
1310,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Oui,Non,Non,Oui,Plutôt en accord,Au travail,,,,,,,,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Oui,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,,J’ai eu peur des représailles,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Non,,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,Manque de temps,,,,6,8,10,2,7,1,3,4,5,9,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,4 à 10 ans,45 à 54 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Portugais ,Oui,Oui,Non,H3E,"100 000 $ à 149,999 $",Non,
1311,Oui,,Bureaux Accès Montréal,,,,Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Tout à fait en accord,Plutôt en désaccord,,,,,,,,Je ne sais pas,Oui,Oui,Je ne sais pas,Je ne sais pas,Je ne sais pas,Non,Non,Je ne sais pas,Je ne sais pas,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Non,"Oui, quelquefois","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,,,Je ne savais pas à qui porter plainte,,,J’ai pensé que ce serait sans effet,,,,Non,,,,Horaires inadéquats,,,,,7,2,5,9,10,8,6,4,3,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,,,,,Par une personne de mon entourage,11 à 20 ans,35 à 44 ans,Homme,Non,Gaie,Collégial,Français ,Non,Non,Non,H2K,40 000 $ à 49 999 $,Oui,Non
1312,Non,,,,,,,,,De une à trois fois par mois,Plutôt en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Oui,Non,Non,Oui,Non,Non,Non,Oui,Plutôt en désaccord,,Dans la recherche d'un logement,,,À l'école ou dans une institution académique,,,Autre,,Plutôt en accord,Plutôt en désaccord,Plutôt en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Tout à fait en désaccord,Plutôt en désaccord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",Avance sexuelle non désirée (ex.: avance verbale ou proposition insistante à caractère sexuel non désirée),,,,,,,Regard insistant,,,,,,,Événement extérieur,,,Commerce,,Non,Ce n’était pas un acte réprimé par la loi,,,,,,J’ai pensé que ce serait sans effet,J’ai pensé que ce serait trop compliqué / me demanderait trop de temps,,,Oui,Non,Crainte de subir un traitement défavorable ou différencié en raison de mon identité et expression de genre ou de mon orientation sexuelle,Crainte que ma réalité ne soit pas comprise ou prise en considération,Horaires inadéquats,,,Accessibilité des lieux (ex.: accès à des toilettes non genrées),,3,2,4,7,5,6,9,8,10,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Par le biais d’un organisme ou d’une association,1 à 3 ans,25 à 34 ans,Homme,Non,Queer,Universitaire - 1er cycle,Français ,Non,Non,Non,H1W,40 000 $ à 49 999 $,Non,
1313,Oui,,Bureaux Accès Montréal,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,Quelques fois par année,Plutôt en accord,Plutôt en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Non,Non,Non,Non,Non,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Oui,"Non, jamais","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,,,,,,,,,,,,,,,Rue ou ruelle,,,,Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,,,,Aucun,6,5,3,9,8,7,4,1,10,2,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,,À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Page Facebook de la Ville,4 à 10 ans,25 à 34 ans,Homme,Non,Gaie,Universitaire - cycles supérieurs,Français ,Oui,Oui,Non,h2l,150 000 $ et plus,Oui,Non
1314,Oui,Bibliothèques municipales,,,,,Réseau des parcs de quartier et grands parcs,,,Quelques fois par année,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Tout à fait en accord,,,,,,,,,Ne s'applique pas,Tout à fait en accord,Tout à fait en accord,Tout à fait en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Tout à fait en accord,Tout à fait en accord,Oui,"Oui, quelquefois",,,,,,,,,,,Rien de tout cela ne m’est arrivé dans les vingt quatre derniers mois,,,,,,,,,,Non,,,,,,,,,,,Oui,Non,,,,,,,Aucun,6,2,9,7,3,4,5,8,10,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",,,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,,Page Facebook de la Ville,Plus de 20 ans,25 à 34 ans,Homme,Non,Gaie,Secondaire,Français ,Non,Non,Non,h1b,40 000 $ à 49 999 $,Non,
1315,Oui,Bibliothèques municipales,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,,De une à trois fois par mois,Tout à fait en accord,Plutôt en désaccord,,,,,,,,Non,Oui,Oui,Oui,Je ne sais pas,Non,Non,Non,Oui,Non,Plutôt en accord,,,,,,,,,Ne s'applique pas,Plutôt en accord,Plutôt en accord,Plutôt en désaccord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Plutôt en accord,Non,"Oui, rarement","Harcèlement verbal (ex.: insulte, blague de mauvais goût, intimidation)",,Cyberintimidation,,,,,,,,,,,,,Événement extérieur,,,,"Sur l'internet (ex.: Facebook, courriels, etc)",Non,,J’ai pensé que c’était un acte trop banal,,,,,,,,,Non,,,,,,,,,6,10,5,7,8,9,4,3,2,1,"À travers l’art (mural, festival, etc.)","À travers le nom des rues, des parcs ou des espaces publics",À travers des campagnes d’information et de sensibilisation,,,,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Autres (veuillez préciser),4 à 10 ans,25 à 34 ans,Homme,Non,Gaie,Collégial,Français ,Non,Non,Non,h1w,40 000 $ à 49 999 $,Non,
1316,Oui,,,,,"Centres sportifs et de loisirs (piscines, terrains de tennis, etc.)",Réseau des parcs de quartier et grands parcs,,Ligne téléphonique 311,De une à trois fois par mois,Plutôt en désaccord,Tout à fait en désaccord,,,,,,,,Oui,Non,Non,Non,Oui,Non,Oui,Oui,Oui,Non,Plutôt en accord,,,,,,,Dans la recherche d'un service communautaire,Autre,,Plutôt en désaccord,Plutôt en désaccord,Plutôt en accord,Tout à fait en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Plutôt en désaccord,Non,"Oui, rarement",,,,,,Menace de violence physique,,,Regard insistant,,,,,,,Événement extérieur,Rue ou ruelle,,,,Non,,,J’ai eu peur des représailles,,,,J’ai pensé que ce serait sans effet,,,,Non,,,,,,Manque de confiance dans le processus,,,4,1,5,7,8,9,10,6,3,2,"À travers l’art (mural, festival, etc.)",,À travers des campagnes d’information et de sensibilisation,À travers des événements soutenus par la Ville,"À travers des communications plus inclusives des communautés LGBTQ+ (publications web, dépliants, etc.)",À travers une plus grande représentation municipale aux événements des communautés LGBTQ+,En invitant les organismes LGBTQ+ aux événements de la Ville de Montréal,En identifiant une personne de la Ville de Montréal chargée de porter le dossier des enjeux LGBTQ+,Site web de la Ville,Plus de 20 ans,35 à 44 ans,Homme,Non,Gaie,Universitaire - 1er cycle,Français ,Oui,Non,Non,H2R,"100 000 $ à 149,999 $",Non,
